entry_dt,exit_dt,days,symbol,size,entry_price,exit_price,pnl,cost,cost_risk_adjusted
2019-10-21 16:00:00,2019-10-25 16:00:00,5,ACAD,33,43.25,42.51,-24.420000000000066,0.6799999999999999,0.0023366123239951723
2019-10-29 16:00:00,2019-11-04 16:00:00,5,ARWR,30,40.4,40.03,-11.099999999999923,0.6499999999999999,0.00210570899889706
2019-10-30 16:00:00,2019-11-05 16:00:00,5,SBGL,200,7.64,7.63,-1.9999999999999574,2.7,0.007737118586673461
2019-11-01 16:00:00,2019-11-13 16:00:00,9,SPWH,238,6.95,7.005,13.08999999999995,3.213,0.006194396677690762
2019-11-08 16:00:00,2019-12-31 16:00:00,36,ARWR,31,42.1,63.8,672.6999999999998,0.6599999999999999,0.0002126960798548275
2019-11-11 16:00:00,2019-11-18 16:00:00,6,BASI,155,5.26,5.22,-6.2000000000000055,2.0925000000000002,0.006392075333456507
2019-11-11 16:00:00,2020-01-13 16:00:00,43,KOD,35,23.28,65.35,1472.4500000000003,0.7,0.00025738161709324607
2019-11-12 16:00:00,2019-11-18 16:00:00,5,MRTX,7,109.0,100.73,-57.88999999999997,0.42,0.001412069244919497
2019-11-15 16:00:00,2019-11-21 16:00:00,5,DCPH,27,48.91,48.13,-21.05999999999984,0.62,0.001953546126739503
2019-11-15 16:00:00,2019-11-21 16:00:00,5,CRUS,21,72.71,73.0,6.090000000000131,0.5599999999999999,0.0019505200731138779
2019-11-18 16:00:00,2019-12-09 16:00:00,15,ZYME,39,37.15,39.7,99.45000000000019,0.74,0.0007615341260103699
2019-11-18 16:00:00,2019-11-22 16:00:00,5,ASPU,185,7.02,7.14,22.200000000000024,2.4975,0.007711271688516791
2019-11-18 16:00:00,2019-11-22 16:00:00,5,ATEC,160,7.37,7.28,-14.399999999999977,2.16,0.00663839429126158
2019-11-18 16:00:00,2019-11-22 16:00:00,5,ARDX,170,6.45,7.08,107.1,2.295,0.006639201913616764
2019-11-18 16:00:00,2019-11-21 16:00:00,4,AMKR,89,13.0,12.21284518662491,-70.05677839038293,1.24,0.0045906192283637105
2019-11-19 16:00:00,2019-11-25 16:00:00,5,KPTI,78,15.63,16.48,66.29999999999997,1.13,0.0035105361925643085
2019-11-19 16:00:00,2019-11-25 16:00:00,5,CRSP,16,64.8,67.4,41.600000000000136,0.51,0.0011701328068535305
2019-11-19 16:00:00,2019-11-25 16:00:00,5,CDE,168,6.74,6.82,13.440000000000012,2.268,0.0073546582472547575
2019-11-19 16:00:00,2019-11-22 16:00:00,4,TSLA,3,358.75,333.3595205455135,-76.17143836345957,0.38,0.0027206770276041246
2019-11-20 16:00:00,2019-12-03 16:00:00,9,AVDL,144,5.5,5.79,41.76000000000002,1.944,0.0034799600195152052
2019-11-20 16:00:00,2019-11-26 16:00:00,5,APPS,103,8.55,8.43,-12.360000000000099,1.3905,0.004482290421263301
2019-11-20 16:00:00,2019-12-02 16:00:00,8,CUTR,37,37.58,37.5,-2.959999999999937,0.72,0.0016290139449689869
